timestamp,temperature,pressure,vibration,humidity,wind_speed,failure
01-01-2021 00:00,56.21780832,1038.785516,0.426514959,60.48382022,4.682707141,0
01-01-2021 01:00,96.55000145,976.367113,0.337549608,86.62657849,14.93078098,0
01-01-2021 02:00,81.23957593,947.7211776,0.119578191,60.25224325,12.07372665,0
01-01-2021 03:00,71.90609389,914.212335,0.453495474,43.68234191,19.32029998,0
01-01-2021 04:00,40.92130483,933.0721674,0.205342375,39.35708832,13.67864355,0
01-01-2021 05:00,40.91961642,1098.53659,0.391010404,84.5794279,8.666245669,0
01-01-2021 06:00,34.06585285,981.3533792,0.156391261,89.86989213,2.322025216,0
01-01-2021 07:00,90.6323302,1079.737445,0.34399591,65.53967103,12.73302103,0
01-01-2021 08:00,72.07805082,934.1138714,0.04297937,73.62780982,19.16484466,0
01-01-2021 09:00,79.56508045,985.0721743,0.006023201,55.22948601,6.641735226,0
01-01-2021 10:00,31.4409146,1092.103693,0.869909223,81.70823965,13.1469822,0
01-01-2021 11:00,97.89368965,918.2264503,0.641264107,50.80216071,15.71873896,0
01-01-2021 12:00,88.27098486,1018.796857,0.587666654,31.15272698,17.5052299,0
01-01-2021 13:00,44.86373775,1083.83438,0.513794016,32.28684935,15.30949144,0
01-01-2021 14:00,42.7277477,1089.936675,0.726729177,79.53516061,8.294711937,0
01-01-2021 15:00,42.83831569,1069.201495,0.736165605,55.24990109,0.167142649,0
01-01-2021 16:00,51.29695701,1071.186886,0.935251368,88.06370919,11.78363044,0
01-01-2021 17:00,66.73295021,1030.436591,0.2444105,55.05781478,11.05010481,0
01-01-2021 18:00,60.2361513,944.0846216,0.78519881,86.75740767,8.457509069,0
01-01-2021 19:00,50.38603981,1046.135709,0.99115774,58.23262096,12.67030346,0
01-01-2021 20:00,72.82970263,1095.676893,0.02902186,73.30250392,0.838436321,0
01-01-2021 21:00,39.76457025,1005.186703,0.373985426,47.5933968,18.18167,0
01-01-2021 22:00,50.4501254,952.1394718,0.436035868,62.93306153,6.094879726,0
01-01-2021 23:00,55.64532903,1014.694214,0.821832332,49.53389374,2.438369598,0
02-01-2021 00:00,61.9248989,1038.122071,0.013743415,70.61504317,3.929448638,0
02-01-2021 01:00,84.9623173,941.6560619,0.598619532,43.66848097,11.95139085,0
02-01-2021 02:00,43.97716475,1043.83787,0.89257881,51.47467708,15.5651833,0
02-01-2021 03:00,65.99641069,1017.486572,0.147627058,68.0364883,3.126751773,0
02-01-2021 04:00,71.46901982,1022.469982,0.115573617,48.22053728,13.6306887,0
02-01-2021 05:00,33.25152889,961.1975859,0.999786439,46.74912929,3.023357224,0
02-01-2021 06:00,72.52813963,931.053362,0.825958935,52.82256621,14.34727768,0
02-01-2021 07:00,41.93668866,1024.689979,0.697418515,67.29998607,13.79416553,0
02-01-2021 08:00,34.55361151,1017.246598,0.398981233,49.99042621,17.20583462,0
02-01-2021 09:00,96.42198761,967.6024375,0.853962974,56.07073916,13.34704177,0
02-01-2021 10:00,97.59424232,959.1787335,0.922773006,31.25752886,1.339428787,0
02-01-2021 11:00,86.58781437,969.4488923,0.732408548,71.99972094,16.86845265,0
02-01-2021 12:00,51.32296384,997.9766677,0.39809478,78.70650397,13.06883659,0
02-01-2021 13:00,36.83704798,1094.963947,0.583537108,79.6256814,4.212941793,0
02-01-2021 14:00,77.89631186,1052.712924,0.098517263,62.97308478,18.79451634,0
02-01-2021 15:00,60.81067456,1070.347948,0.158020475,55.49624036,17.58059258,0
02-01-2021 16:00,38.54267644,1001.129914,0.783037343,41.162957,8.480357453,0
02-01-2021 17:00,64.66238371,1005.224722,0.029315472,69.35676823,11.83020719,0
02-01-2021 18:00,32.40719648,940.8649323,0.049195997,64.60185036,13.3957203,0
02-01-2021 19:00,93.65242815,1044.209167,0.508023492,55.78949064,16.89135031,0
02-01-2021 20:00,48.11459871,984.3168012,0.170529276,66.88170036,7.100923703,0
